Library Address,Product Description,Main Catgory,1st Sub-category,2nd Sub-category
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>High-availability CPUs,"Synchronization module
 Sync module
 Y-Link
 active bus module
 Y-coupler
 Y couplers",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>High-availability CPUs,//start:SIPLUS ET 200M IM//,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Interface modules,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Signal modules,"SM & DI
 SM & DO
 SM & AI
 SM & AO
 SM & 16AI
 SM & 8AO",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Function modules,"FM
 FM458-1
 EXM 448-2",PLC,PLC Hardware,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Function modules,D7-SYS,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Function modules,Round cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Function modules,"SB10
 SB61
 SB71
 SU12
 SU13",PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Communication,"CP
 TIM",PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Communication>Loadable drivers for CP 441-2 and CP 341,,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Communication,FastConnect,Connector,Network Connectors,
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Communication,wireless antenna,Industrial Network,Industrial Wireless,Antenna & Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Communication,TP cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Connection method,front connector,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH,Rack,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Interface modules,IM,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH,"Power supply
 SIPLUS & PS",PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Accessories,"spare part
 cover sheeting",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Accessories,Labeling Sheets,Accessories,Marking & Labeling,Equipment Marking
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400H,//!branches:Sync module for coupling the CPU 41xH//,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400H,//branches:Sync module for coupling the CPU 41xH//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH,"//branches:CPU 412H, CPU 414H, CPU 416H, CPU 417H//",PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH,//branches:Sync module for coupling the CPU 41xH//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH>SIMATIC ET 200M,"IM
 IM153-1
 IM153-1",PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH>SIMATIC ET 200M,safety protector,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH>SIMATIC ET 200M,bus module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH>Fail-safe input/output modules,,PLC,PLC Hardware,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>S7-400F/FH> 
 SIPLUS S7-300 F-digital/analog modules",,PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Distributed controllers>based on ET 200SP,//branches:Central processing units//,PLC,Distributed I/O,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Distributed controllers>based on ET 200S,//branches:Central processing units//,PLC,Distributed I/O,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Distributed controllers>based on ET 200Pro,//branches:Central processing units//,PLC,Distributed I/O,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Software controllers,,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Drive controllers,,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>Interface modules,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules,"DI //!include:BASEUNIT//
 DQ //!include:BASEUNIT//
 AI //!include:BASEUNIT//
 AQ //!include:BASEUNIT//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules,"TM
 SIWAREX",PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>Communication,"CM
 CP
 IWLAN",PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>Fail-safe I/O modules,"F-DI
 F-DQ
 D-RQ
 F-AI",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>Fail-safe I/O modules,PROFIsafe,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>Fail-safe I/O modules,F-CM,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>SIMATIC ET 200SP drive controllers,,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>I/O modules>ET 200SP motor starters,,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>Power supplies,,PLC,Distributed I/O,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP,"//branches:BaseUnits, SIPLUS BaseUnits//",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP,"//branches:BusAdapters, SIPLUS BusAdapters//",PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>Accessories,"//!branches:Labeling strips, Equipment labeling plates, Server module//",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>Accessories,"//branches:Labeling strips, Equipment labeling plates//",Accessories,Marking & Labeling,Equipment Marking
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP>Accessories,//branches:Server module//,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP HA>Interface module,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP HA,"//branches:Digital I/O modules, Analog I/O modules, Analog/digital module//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP HA>Carrier modules,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP HA>Terminal blocks,,Terminal Block,Push-in connection,Feed-through terminal block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200SP HA>BusAdapter,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>Interface modules,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>SIPLUS interface modules,,,,
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules,"//branches:Digital modules, Analog modules//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules,//branches:Technology modules//,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules,//branches:Communication//,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules>Connection System,Front connector,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules>Connection System,Connecting cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules>Connection System,"TP1 & Screw terminal
 TP2 & Screw terminal
 TPRO & Screw terminal
 TPRI & Screw terminal
 TPOO Screw terminal
 TP3 & Screw terminal
 TPA & Screw terminal",Terminal Block,Screw Connection,Multi-Conductor Terminal Block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>I/O modules>Fail-safe I/O modules,,PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>Power supplies,,PLC,Distributed I/O,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>Active backplane bus,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>Accessories,"//branches:Mounting rail, Spare parts//",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200MP>Accessories,//branches:Labeling sheets//,Accessories,Marking & Labeling,Equipment Marking
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>Interface modules,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules,"//branches:PM-E power modules for electronic modules, Reserve modules, Potential distributor module//",PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules,"//branches:Digital electronic modules, Analog electronic modules//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>SIPLUS I/O modules,//branches:SIPLUS ET 200S power modules for PM-E electronic modules//,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>SIPLUS I/O modules,"//branches:SIPLUS ET 200S digital electronic modules, SIPLUS ET 200S analog electronic modules//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>Technology modules,,PLC,Distributed I/O,Function Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules> 
 Terminal modules for power modules and electronic modules",,PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules> 
 SIPLUS ET 200S terminal modules for power and electronic modules",,PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>
 Fail-safe I/O modules","//branches:PM-E F PROFIsafe F-power module, F-electronic modules relay//",PLC,Distributed I/O,Function Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>
 Fail-safe I/O modules",//branches:F-electronic modules//,PLC,Distributed I/O,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>
 Fail-safe I/O modules",//branches:F terminal modules//,PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>
 Fail-safe I/O modules>SIPLUS ET 200S fail-safe electronic modules",,PLC,Distributed I/O,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S> 
 IO-Link master modules",,PLC,Distributed I/O,Communication Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S> 
 ET 200S motor starters and safety motor starters","//branches:Standard motor starters, High Feature motor starters, Power module, ET 200S Failsafe motor starters//",PLC,Distributed I/O,Function Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S> 
 ET 200S motor starters and safety motor starters","//branches:Standard terminal modules, High Feature terminal modules, Power module terminal module, Failsafe terminal modules, Safety modules local and PROFIsafe terminal modules, Accessories//",PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>
 ET 200S motor starters and safety motor starters>Safety modules local and PROFIsafe",,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>ET 200S software,,PLC,Software,Device & Network Configuration
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S> 
 Add-on products for the ET 200S",,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>Interface modules,IM,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>Interface modules,Bus module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>SIPLUS Interface modules,IM,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>SIPLUS Interface modules,Bus module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules,"//branches:Digital modules, Analog modules, Analog modules with HART, Ex digital modules, Ex Analog modules//",PLC,Distributed I/O,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules> 
 F-digital/analog modules",SM,PLC,Distributed I/O,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules> 
 F-digital/analog modules",safety protector,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules,"//branches:Function modules, Special modules//",PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules,//branches:Communication//,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules>Connection system,front connector,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>I/O modules>Connection system,Connecting cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200M>Power supplies,,PLC,Distributed I/O,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Power supply unit,"power supply
 //!include:terminal module//",PLC,Distributed I/O,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Power supply unit,"//include:terminal module, power supply//",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Interface module,IM152-1,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Interface module,terminal module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Digital electronic modules,//!include:terminal module//,PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Digital electronic modules,//include:terminal module//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Analog electronic modules,//!include:terminal module//,PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Analog electronic modules,//include:terminal module//,PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP> 
 Safety-related electronic modules",//!include:terminal module//,PLC,Distributed I/O,I/O Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP> 
 Safety-related electronic modules",//include:terminal module//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Watchdog module,//!include:terminal module//,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Watchdog module,//include:terminal module//,PLC,PLC Hardware,PLC Accessories
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP> 
 RS 485-iS Coupler",,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200iSP>Stainless steel wall enclosure,,Accessories,Installation & Mounting,Enclosure
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>Interface modules,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>I/O modules,"//branches:Digital expansion modules, Analog expansion modules, Fail-safe expansion modules//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>I/O modules,"//branches:Communication, ET 200pro pneumatic interface, RF170C//",PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>I/O modules,"//branches:PM-E power module, PM-O power module output//",PLC,Distributed I/O,Function Module
"Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro> 
 3-phase, 24 V DC (ET200pro PS, IP67)",,PLC,Distributed I/O,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro,"//branches:ET 200pro motor starters, ET 200pro safety motor starters Solutions local/PROFIsafe//",PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>Accessories for ET 200pro motor starters,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>SIMATIC ET 200pro FC-2 frequency converter,bus module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>SIMATIC ET 200pro FC-2 frequency converter,//!include:bus module//,PLC,Distributed I/O,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>ET 200pro software,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200pro>Add-on products for ET 200pro,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200AL>Interface modules,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200AL>I/O modules,"//branches:Digital I/O modules, Analog I/O modules//",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200AL>I/O modules,//branches:Communication//,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200AL>Accessories,"//start:bus cable//
 //start:connecting cable//
 //start:power cable//",Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200eco PN,"DI
 DO
 AI
 AO
 F-DI
 DIO",PLC,Distributed I/O,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>SIMATIC ET 200eco PN,IO-Link,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems without control cabinet>ET 200eco PN IO-Link master,,PLC,Distributed I/O,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>PROFIBUS components>Power Rail Booster,,Industrial Network,Profinet,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>PROFIBUS components,"//branches:Diagnostics, PROFIBUS DP ASICs, SIPLUS PROFIBUS components for ET 200//",Industrial Network,Profinet,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>I/O systems>PROFINET components,//branches:PROFINET drivers//,PLC,Software,Device & Network Configuration
