Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Position,Image Alt Text,Gift Card,Variant Weight Unit,Variant SKU,Variant Compare At Price,Variant Barcode,SEO Description,Cost per item,custom_fields[pid],Image Src,Collection
simotics-s-1fk2-hd-servo-motor-m0-3-2-nm-pn-1-kw-at-nn-3000-1fk2104-6af10-1sa0,SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000- 1FK2104-6AF10-1SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21046AF101SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-6AF10-1SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm PN = 1 k,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,786,1,1,1,,0,kg,,,,,,1FK2104-6AF10-1SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-27-nm-pn-4-0-kw-at-nn-2000-1fk2208-5ac01-0mb0,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000- 1FK2208-5AC01-0MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  Cylindrical shaft D32x58 mm  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22085AC010MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-5AC01-0MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm PN = 4.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,17,shopify,45000,continue,manual,1790,1,1,1,,0,kg,,,,,,1FK2208-5AC01-0MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-3-2-nm-pn-1-kw-at-nn-3000-1fk2104-6af10-0ma0,SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000- 1FK2104-6AF10-0MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP64  cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21046AF100MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-6AF10-0MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=3.2 Nm PN = 1 k,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,965,1,1,1,,0,kg,,,,,,1FK2104-6AF10-0MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-0-kw-at-nn-3000-1fk2204-6af00-1sb0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000- 1FK2204-6AF00-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF001SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF00-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,643,1,1,1,,0,kg,,,,,,1FK2204-6AF00-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-1-27-nm-pn-0-4-kw-at-1fk2104-4ak00-1sb0,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at- 1FK2104-4AK00-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at nN=3000rpm  Converter at max. 480 V supply system  Type of protection IP64  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21044AK001SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-4AK00-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm PN = 0.,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,547,1,1,1,,0,kg,,,,,,1FK2104-4AK00-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-kw-at-nn-3000-1fk2204-6af00-1sa0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000- 1FK2204-6AF00-1SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF001SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF00-1SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1 k,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,643,1,1,1,,0,kg,,,,,,1FK2204-6AF00-1SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2104-5ak11-1mb0,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2104-5AK11-1MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000rpm  Converter at max. 480 V supply system  with holding brake  Shaft D19x40 mm with feather key  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21045AK111MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-5AK11-1MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,5,shopify,45000,continue,manual,980,1,1,1,,0,kg,,,,,,1FK2104-5AK11-1MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2104-5af11-0sa0,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2104-5AF11-0SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP65  cylindrical shaft D19x40 mm  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21045AF110SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-5AF11-0SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,800,1,1,1,,0,kg,,,,,,1FK2104-5AF11-0SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2204-5ak10-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2204-5AK10-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000rpm  Converter at max. 480 V supply system  with holding brake  cylindrical shaft D19x40 mm  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22045AK100SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-5AK10-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,750,1,1,1,,0,kg,,,,,,1FK2204-5AK10-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-2-4-nm-pn-0-75-kw-at-1fk2104-5af11-1sa0,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at- 1FK2104-5AF11-1SA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm  PN = 0.75 kW at nN=3000 rpm  Converter at max. 480 V supply system  with holding brake  Degree of protection IP65  Shaft D19x40 mm with feather key  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21045AF111SA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-5AF11-1SA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm PN = 0.7,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,800,1,1,1,,0,kg,,,,,,1FK2104-5AF11-1SA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-27-nm-pn-4-0-kw-at-nn-2000-1fk2208-5ac11-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000- 1FK2208-5AC11-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP65  Cylindrical shaft D32x58 mm  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22085AC110SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-5AC11-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm PN = 4.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,19,shopify,45000,continue,manual,1850,1,1,1,,0,kg,,,,,,1FK2208-5AC11-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-kw-at-nn-3000-1fk2204-6af01-0ma0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000- 1FK2204-6AF01-0MA0,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP65  cylindrical shaft D19x40 mm  Absolute encoder 22-bit + 12-bit multi-turn (encoder AM22DQC)  with OCC interface  Connector size M17, rotatable</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF010MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF01-0MA0<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1 k,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,872,1,1,1,,0,kg,,,,,,1FK2204-6AF01-0MA0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-27-nm-pn-4-0-kw-at-nn-2000-1fk2208-5ac11-1sb0,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000- 1FK2208-5AC11-1SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=27 Nm  PN = 4.0 kW at nN=2000 rpm  Converter at max. 480 V supply system  With holding brake  Degree of protection IP65  Shaft D32x58 mm with fitted key  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M23</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22085AC111SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2208-5AC11-1SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=27 Nm PN = 4.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,19,shopify,45000,continue,manual,1850,1,1,1,,0,kg,,,,,,1FK2208-5AC11-1SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-hd-servo-motor-m0-1-27-nm-pn-0-4-kw-at-1fk2104-4ak01-0sb0,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at- 1FK2104-4AK01-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm  PN = 0.4 kW at nN=3000rpm  Converter at max. 480 V supply system  Type of protection IP65  Absolute encoder single-turn 22 bit (encoder AS22DQC)  with DRIVE-CLiQ interface  Power connector size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK21044AK010SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 HD Servo motor - 1FK2104-4AK01-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm PN = 0.,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,3,shopify,45000,continue,manual,597,1,1,1,,0,kg,,,,,,1FK2104-4AK01-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-0-kw-at-nn-3000-1fk2204-6af00-0sb0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000- 1FK2204-6AF00-0SB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Cylindrical shaft D19x40 mm  Absolute value encoder singleturn 22-bit (encoder AS22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF000SB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF00-0SB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,643,1,1,1,,0,kg,,,,,,1FK2204-6AF00-0SB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
simotics-s-1fk2-ct-servo-motor-m0-3-2-nm-pn-1-0-kw-at-nn-3000-1fk2204-6af00-1mb0,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000- 1FK2204-6AF00-1MB0,<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm  PN = 1.0 kW at nN=3000 rpm  Converter at max. 480 V supply system  Degree of protection IP64  Shaft D19x40 mm with feather key  Absolute encoder 22-bit + 12-bit Multiturn (encoder AM22DQC)  With DRIVE-CLiQ interface  Power connector Size M17</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/1FK22046AF001MB0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SIMOTICS S-1FK2 CT Servo motor - 1FK2204-6AF00-1MB0<strong><span></span> Datasheet</strong></a><ul></ul>,Siemens,SIMOTICS S-1FK2 CT Servo motor M0=3.2 Nm PN = 1.0,"Capacitor motor, Direct current motor, Electric motor, Linear motor, Motor, Rotary current asynchronous motor, Rotary current synchronous motor, Split pole motor, Stepping motor, Universal motor",1,Title,Default Title,4,shopify,45000,continue,manual,822,1,1,1,,0,kg,,,,,,1FK2204-6AF00-1MB0,https://static.siemens.com/mimes/10001000PNG/P_D211_XX_00434P.png,Motor
